Time,Combined Metrics,Main Service 496: Demand (kW) [kW],Main Service 580: Demand (kW) [kW]
2025-08-27 10:00:00 CDT,1347.8852,1111.8981833333332,235.98701666666668
2025-08-27 11:00:00 CDT,1351.31275,1098.6298666666667,252.68288333333334
2025-08-27 12:00:00 CDT,1299.84545,1056.9019,242.94355
2025-08-27 13:00:00 CDT,1298.4195666666667,1051.71345,246.70611666666667
2025-08-27 14:00:00 CDT,1179.0419666666667,939.8520166666667,239.18995
2025-08-27 15:00:00 CDT,1162.4976000000001,950.6779833333334,211.81961666666666
2025-08-27 16:00:00 CDT,1197.1704166666666,991.7588333333333,205.41158333333334
2025-08-27 17:00:00 CDT,1209.9969333333333,1012.5431,197.45383333333334
2025-08-27 18:00:00 CDT,1157.2839333333334,949.2973,207.98663333333334
2025-08-27 19:00:00 CDT,1148.6215666666667,954.8977666666667,193.7238
2025-08-27 20:00:00 CDT,1128.61975,938.9354166666667,189.68433333333334
2025-08-27 21:00:00 CDT,1128.0394666666666,940.0503,187.98916666666668
2025-08-27 22:00:00 CDT,1114.3314833333334,918.69515,195.63633333333334
2025-08-27 23:00:00 CDT,1052.1416166666666,866.8109333333333,185.33068333333333
2025-08-28 00:00:00 CDT,1091.5347166666666,899.3022833333333,192.23243333333335
2025-08-28 01:00:00 CDT,1088.39695,905.9883,182.40865
2025-08-28 02:00:00 CDT,1047.7659666666668,866.0190333333334,181.74693333333335
2025-08-28 03:00:00 CDT,1008.0979833333333,823.6119333333334,184.48605
2025-08-28 04:00:00 CDT,1030.3220000000001,823.6889,206.6331
2025-08-28 05:00:00 CDT,1140.0685666666666,926.3767666666666,213.6918
2025-08-28 06:00:00 CDT,1205.1666666666667,973.2660166666667,231.90065
2025-08-28 07:00:00 CDT,1228.46405,1012.1577833333333,216.30626666666666
2025-08-28 08:00:00 CDT,1275.5000333333335,1052.6819666666668,222.81806666666665
2025-08-28 09:00:00 CDT,1257.2889833333334,1016.9778,240.31118333333333
2025-08-28 10:00:00 CDT,1312.9299999999998,1069.8589,243.0711
2025-08-28 11:00:00 CDT,1362.9649666666667,1115.4753,247.48966666666666
