Time,Combined Metrics,Main Service MDP 1: Demand (kW) [kW],Main Service MDP 2: Demand (kW) [kW]
2025-07-11 11:00:00 CDT,2277.8969666666667,1157.7603,1120.1366666666668
2025-07-11 12:00:00 CDT,2291.0164166666664,1154.1717333333333,1136.8446833333333
2025-07-11 13:00:00 CDT,2266.5397000000003,1132.1075333333333,1134.4321666666667
2025-07-11 14:00:00 CDT,2108.28615,1110.6421833333334,997.6439666666666
2025-07-11 15:00:00 CDT,2057.4695333333334,1113.91065,943.5588833333334
2025-07-11 16:00:00 CDT,2228.3148333333334,1121.9996666666666,1106.3151666666668
2025-07-11 17:00:00 CDT,2266.7132333333334,1120.8216833333333,1145.89155
2025-07-11 18:00:00 CDT,1316.8704666666667,186.90498333333332,1129.9654833333334
2025-07-11 19:00:00 CDT,1468.3507833333333,527.2399833333334,941.1108
2025-07-11 20:00:00 CDT,1917.8510333333334,1006.7440666666666,911.1069666666667
2025-07-11 21:00:00 CDT,1929.0755333333332,1072.1013166666667,856.9742166666666
2025-07-11 22:00:00 CDT,2084.6381166666665,1119.6383333333333,964.9997833333333
2025-07-11 23:00:00 CDT,2156.2032,1095.33785,1060.86535
2025-07-12 00:00:00 CDT,2153.6988166666665,1100.5937666666666,1053.10505
2025-07-12 01:00:00 CDT,2032.5527166666666,1107.6177,924.9350166666667
2025-07-12 02:00:00 CDT,2025.6888666666666,1085.5244166666666,940.16445
2025-07-12 03:00:00 CDT,2157.2513833333333,1087.68065,1069.5707333333332
2025-07-12 04:00:00 CDT,2154.09775,1076.1816666666666,1077.9160833333333
2025-07-12 05:00:00 CDT,2113.8997499999996,1070.6465666666666,1043.2531833333333
2025-07-12 06:00:00 CDT,2117.435316666667,1083.3902666666668,1034.04505
2025-07-12 07:00:00 CDT,1972.70305,1061.5870166666666,911.1160333333333
2025-07-12 08:00:00 CDT,1874.41655,1046.4833666666666,827.9331833333333
2025-07-12 09:00:00 CDT,1929.8471833333333,1030.8239333333333,899.02325
2025-07-12 10:00:00 CDT,1960.1809333333335,1061.7579,898.4230333333334
2025-07-12 11:00:00 CDT,1937.0152833333334,1058.6230666666668,878.3922166666666
2025-07-12 12:00:00 CDT,1959.1257333333333,1057.0689,902.0568333333333
2025-07-12 13:00:00 CDT,1979.67925,1083.58675,896.0925
2025-07-12 14:00:00 CDT,1968.5837166666665,1068.8263833333333,899.7573333333333
2025-07-12 15:00:00 CDT,1963.6299166666668,1069.90405,893.7258666666667
2025-07-12 16:00:00 CDT,1955.0184833333333,1090.0291833333333,864.9893
2025-07-12 17:00:00 CDT,1936.44725,1057.3246833333333,879.1225666666667
2025-07-12 18:00:00 CDT,1957.9478333333332,1056.0445333333332,901.9033
2025-07-12 19:00:00 CDT,2111.167283333333,1043.4934833333334,1067.6738
2025-07-12 20:00:00 CDT,2114.339716666667,1050.8982833333334,1063.4414333333334
2025-07-12 21:00:00 CDT,2099.81045,1043.0548833333332,1056.7555666666667
2025-07-12 22:00:00 CDT,2071.6544833333332,1008.1291833333333,1063.5253
2025-07-12 23:00:00 CDT,2040.25755,995.0836833333333,1045.1738666666668
2025-07-13 00:00:00 CDT,2096.1520333333337,1049.37865,1046.7733833333334
2025-07-13 01:00:00 CDT,1990.9628333333333,987.5517,1003.4111333333333
2025-07-13 02:00:00 CDT,1965.4352833333332,987.2064333333333,978.22885
2025-07-13 03:00:00 CDT,1947.3146000000002,951.3938,995.9208
2025-07-13 04:00:00 CDT,1903.1268833333334,895.3469333333334,1007.77995
2025-07-13 05:00:00 CDT,1958.5512333333331,915.5242833333333,1043.02695
2025-07-13 06:00:00 CDT,1798.4038666666665,968.7623833333333,829.6414833333333
2025-07-13 07:00:00 CDT,1755.0519,979.95165,775.10025
2025-07-13 08:00:00 CDT,1700.2327500000001,918.10475,782.128
2025-07-13 09:00:00 CDT,1762.9472833333334,974.0912666666667,788.8560166666666
2025-07-13 10:00:00 CDT,1731.7039333333332,916.8793166666667,814.8246166666667
2025-07-13 11:00:00 CDT,1720.0752166666666,960.2492333333333,759.8259833333333
2025-07-13 12:00:00 CDT,1766.4636166666667,955.8595833333334,810.6040333333333
2025-07-13 13:00:00 CDT,1760.9382333333333,987.2941833333333,773.64405
2025-07-13 14:00:00 CDT,1731.5708333333332,932.6347666666667,798.9360666666666
2025-07-13 15:00:00 CDT,1852.7702333333334,996.1508833333334,856.61935
2025-07-13 16:00:00 CDT,1872.90355,954.2544166666667,918.6491333333333
2025-07-13 17:00:00 CDT,1875.6547500000001,947.69505,927.9597
2025-07-13 18:00:00 CDT,1770.6395833333333,945.3125,825.3270833333333
2025-07-13 19:00:00 CDT,1756.0657333333334,960.9001833333333,795.16555
2025-07-13 20:00:00 CDT,1781.1124,977.5706333333334,803.5417666666667
2025-07-13 21:00:00 CDT,1775.3335833333333,959.3080833333333,816.0255
2025-07-13 22:00:00 CDT,1719.74725,919.6678666666667,800.0793833333333
2025-07-13 23:00:00 CDT,1756.9501166666669,944.4181166666667,812.532
2025-07-14 00:00:00 CDT,1702.4281833333334,915.7915666666667,786.6366166666667
2025-07-14 01:00:00 CDT,1568.1768166666666,809.90965,758.2671666666666
2025-07-14 02:00:00 CDT,1657.7031833333333,869.3147666666666,788.3884166666667
2025-07-14 03:00:00 CDT,1646.5219000000002,862.5892333333334,783.9326666666667
2025-07-14 04:00:00 CDT,1623.4283333333333,850.6642833333333,772.76405
2025-07-14 05:00:00 CDT,1610.54245,797.9496166666667,812.5928333333334
2025-07-14 06:00:00 CDT,1732.4291833333334,935.4156,797.0135833333334
2025-07-14 07:00:00 CDT,1838.56075,977.5243,861.03645
2025-07-14 08:00:00 CDT,1868.8382666666666,1014.1943333333334,854.6439333333333
2025-07-14 09:00:00 CDT,1870.5789166666666,950.5256333333333,920.0532833333333
2025-07-14 10:00:00 CDT,1956.2846333333332,1052.9490333333333,903.3356
2025-07-14 11:00:00 CDT,1901.5278333333335,1052.7779833333334,848.74985
2025-07-14 12:00:00 CDT,2060.5041499999998,1049.9590666666666,1010.5450833333333
2025-07-14 13:00:00 CDT,2208.2128166666666,1082.1391833333332,1126.0736333333334
2025-07-14 14:00:00 CDT,2219.14615,1110.7883666666667,1108.3577833333334
2025-07-14 15:00:00 CDT,2054.51525,1142.2494666666666,912.2657833333334
2025-07-14 16:00:00 CDT,2214.194433333333,1099.0925333333332,1115.1019
2025-07-14 17:00:00 CDT,2218.643916666667,1083.8633,1134.7806166666667
2025-07-14 18:00:00 CDT,2138.1852833333332,1064.8544166666666,1073.3308666666667
2025-07-14 19:00:00 CDT,2136.0873666666666,1095.8605,1040.2268666666666
2025-07-14 20:00:00 CDT,2214.876166666667,1117.27825,1097.5979166666666
2025-07-14 21:00:00 CDT,2166.1624333333334,1097.34965,1068.8127833333333
2025-07-14 22:00:00 CDT,2159.2506,1043.1594166666666,1116.0911833333332
2025-07-14 23:00:00 CDT,2198.8164166666666,1091.8246166666668,1106.9918
2025-07-15 00:00:00 CDT,2175.0572,1067.5684333333334,1107.4887666666666
2025-07-15 01:00:00 CDT,2099.9315341807905,1047.0550508474576,1052.8764833333332
2025-07-15 02:00:00 CDT,2057.9772166666667,1024.8784666666666,1033.09875
2025-07-15 03:00:00 CDT,2034.4354666666666,987.3779833333333,1047.0574833333333
2025-07-15 04:00:00 CDT,2102.9692,1007.4734333333333,1095.4957666666667
2025-07-15 05:00:00 CDT,2049.71655,989.4504666666667,1060.2660833333334
2025-07-15 06:00:00 CDT,2107.7836666666667,1065.7420666666667,1042.0416
2025-07-15 07:00:00 CDT,2216.148016666667,1071.9390166666667,1144.209
2025-07-15 08:00:00 CDT,2194.70885,1087.85305,1106.8558
2025-07-15 09:00:00 CDT,2350.260033333333,1159.9472333333333,1190.3128
2025-07-15 10:00:00 CDT,2341.3442999999997,1172.3266166666667,1169.0176833333333
2025-07-15 11:00:00 CDT,2283.5710833333333,1182.5487833333334,1101.0223
2025-07-15 12:00:00 CDT,2290.6414,1162.5361166666667,1128.1052833333333
2025-07-15 13:00:00 CDT,2418.216933333333,1180.3477833333334,1237.86915
2025-07-15 14:00:00 CDT,2430.7153166666667,1191.4386333333334,1239.2766833333333
2025-07-15 15:00:00 CDT,1953.7968166666665,726.2567166666666,1227.5401
2025-07-15 16:00:00 CDT,1796.3401833333335,703.0656333333334,1093.27455
2025-07-15 17:00:00 CDT,1137.9230666666667,673.1815666666666,464.7415
2025-07-15 18:00:00 CDT,1781.6377166666666,827.9187,953.7190166666667
2025-07-15 19:00:00 CDT,1887.3317166666666,961.5891333333333,925.7425833333333
2025-07-15 20:00:00 CDT,2122.4546333333333,994.81275,1127.6418833333332
2025-07-15 21:00:00 CDT,2286.96025,1138.8971666666666,1148.0630833333332
2025-07-15 22:00:00 CDT,2354.4403333333335,1185.5111333333334,1168.9292
2025-07-15 23:00:00 CDT,2341.5210666666667,1183.3003666666666,1158.2207
2025-07-16 00:00:00 CDT,2291.0259666666666,1134.1247666666666,1156.9012
2025-07-16 01:00:00 CDT,2264.6185666666665,1163.0791,1101.5394666666666
2025-07-16 02:00:00 CDT,2255.8832833333336,1122.9761666666666,1132.9071166666668
2025-07-16 03:00:00 CDT,2225.0084500000003,1123.1941,1101.81435
2025-07-16 04:00:00 CDT,2299.348716666667,1121.9381833333334,1177.4105333333334
2025-07-16 05:00:00 CDT,2286.5173,1118.0047833333333,1168.5125166666667
2025-07-16 06:00:00 CDT,2255.1970833333335,1134.70725,1120.4898333333333
2025-07-16 07:00:00 CDT,2274.13475,995.9262,1278.20855
2025-07-16 08:00:00 CDT,2456.2017333333333,1171.5693,1284.6324333333334
2025-07-16 09:00:00 CDT,2488.82275,1207.5219166666666,1281.3008333333332
2025-07-16 10:00:00 CDT,2482.1414999999997,1208.9183166666667,1273.2231833333333
2025-07-16 11:00:00 CDT,2423.039483333333,1223.66365,1199.3758333333333
2025-07-16 12:00:00 CDT,2372.1617333333334,1206.7450333333334,1165.4167
2025-07-16 13:00:00 CDT,2386.5078000000003,1217.3076166666667,1169.2001833333334
2025-07-16 14:00:00 CDT,1270.4187,715.2661333333333,555.1525666666666
2025-07-16 15:00:00 CDT,1311.2714666666666,748.8620833333333,562.4093833333334
2025-07-16 16:00:00 CDT,1305.0813166666667,747.1846666666667,557.89665
2025-07-16 17:00:00 CDT,1330.69605,725.0395,605.65655
2025-07-16 18:00:00 CDT,1645.5277333333333,867.7527666666666,777.7749666666666
2025-07-16 19:00:00 CDT,1940.2987833333334,958.59185,981.7069333333334
2025-07-16 20:00:00 CDT,2008.893,972.7817666666666,1036.1112333333333
2025-07-16 21:00:00 CDT,2205.91645,1200.3896666666667,1005.5267833333334
2025-07-16 22:00:00 CDT,2249.5178166666665,1214.6479166666666,1034.8699
2025-07-16 23:00:00 CDT,2176.7229333333335,1201.01645,975.7064833333334
2025-07-17 00:00:00 CDT,2171.6576999999997,1192.00085,979.65685
2025-07-17 01:00:00 CDT,2113.3812166666667,1177.9242166666668,935.457
2025-07-17 02:00:00 CDT,2092.4761,1141.0524333333333,951.4236666666667
2025-07-17 03:00:00 CDT,2073.0316166666667,1138.9730666666667,934.05855
2025-07-17 04:00:00 CDT,2084.6697833333333,1137.1781333333333,947.49165
